participant_id,trial_index,task,condition,trial_type,rt,response,time_elapsed,stimulus,plugin_version,experiment_id,consented,view_history,choice,rt_key_duration,word,is_word,correct,timed_out,question_order
eCvsifq5Q2aLIQ6mm1bhL1l0BJD2,19,fixation,loss,html-keyboard-response,,,19831,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
eCvsifq5Q2aLIQ6mm1bhL1l0BJD2,20,lexical_decision,loss,html-keyboard-response,217,f,20050,"<div class=""stimulus"">PLANET</div>",2.2.0,framing-demo,,,,,PLANET,true,true,false,
eCvsifq5Q2aLIQ6mm1bhL1l0BJD2,21,feedback_likert,loss,survey-likert,2844,"{""instructions_clear"":1}",22897,,2.2.0,framing-demo,,,,,,,,,[0]
eCvsifq5Q2aLIQ6mm1bhL1l0BJD2,22,feedback_text,loss,survey-text,1702,"{""comments"":""dyfed""}",24604,,2.1.1,framing-demo,,,,,,,,,
eCvsifq5Q2aLIQ6mm1bhL1l0BJD2,23,debrief,loss,html-button-response,1470,0,26075,"
      <h2>Debrief</h2>
      <p>Thank you. In this study we tested whether describing the same outcomes as lives saved or
      as lives lost changes which program people choose. Different participants saw different
      wordings. If you have questions about this research, contact
      <a href=""mailto:stanfordpsych251@gmail.com"">stanfordpsych251@gmail.com</a>.
      Press the button to save your responses and finish.</p>",2.1.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,0,consent,loss,html-button-response,2259,0,2272,"
      <div class=""consent"">
        <h2>Consent</h2>
        <p>By answering the following questions, you are participating in a study being performed by
        cognitive scientists in the Stanford Department of Psychology. If you have questions about
        this research, please contact us at <a href=""mailto:stanfordpsych251@gmail.com"">stanfordpsych251@gmail.com</a>.
        You must be at least 18 years old to participate. Your participation in this research is
        voluntary. You may decline to answer any or all of the following questions. You may decline
        further participation, at any time, without adverse consequences. Your anonymity is assured;
        the researchers who have requested your participation will not receive any personal
        information about you.</p>
      </div>",2.1.0,framing-demo,true,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,1,instructions,loss,instructions,1499,,3774,,2.1.0,framing-demo,,"[{""page_index"":0,""viewing_time"":835},{""page_index"":1,""viewing_time"":664}]",,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,2,demographics,gain,survey,7298,"{""gender"":""Man"",""native_english"":true,""age"":23}",16568,,4.0.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,3,framing,gain,html-button-response,4879,1,21450,"
      <div class=""framing"">
        <p>Imagine that the country is preparing for the outbreak of an unusual disease, which is
        expected to kill 600 people. Two alternative programs to combat the disease have been
        proposed. Assume that the exact scientific estimates of the consequences of the programs
        are as follows:</p>
        <ul class=""programs"">
          <li>If Program A is adopted, 200 people will be saved.</li>
          <li>If Program B is adopted, there is a one-third probability that 600 people will be saved, and a two-thirds probability that no people will be saved.</li>
        </ul>
        <p>Which of the two programs would you favor?</p>
      </div>",2.1.0,framing-demo,,,risky,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,4,instructions,gain,instructions,996,,22449,,2.1.0,framing-demo,,"[{""page_index"":0,""viewing_time"":996}]",,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,5,fixation,gain,html-keyboard-response,,,22953,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,6,lexical_decision,gain,html-keyboard-response,,,25958,"<div class=""stimulus"">BRENDLE</div>",2.2.0,framing-demo,,,,,BRENDLE,false,false,true,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,7,fixation,gain,html-keyboard-response,,,26463,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,8,lexical_decision,gain,html-keyboard-response,,,29470,"<div class=""stimulus"">TABLE</div>",2.2.0,framing-demo,,,,,TABLE,true,false,true,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,9,fixation,gain,html-keyboard-response,,,29975,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,10,lexical_decision,gain,html-keyboard-response,,,32979,"<div class=""stimulus"">FLIRP</div>",2.2.0,framing-demo,,,,,FLIRP,false,false,true,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,11,fixation,gain,html-keyboard-response,,,33484,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,12,lexical_decision,gain,html-keyboard-response,,,36488,"<div class=""stimulus"">PLANET</div>",2.2.0,framing-demo,,,,,PLANET,true,false,true,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,13,fixation,gain,html-keyboard-response,,,36992,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,14,lexical_decision,gain,html-keyboard-response,,,39997,"<div class=""stimulus"">MANTOR</div>",2.2.0,framing-demo,,,,,MANTOR,false,false,true,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,15,fixation,gain,html-keyboard-response,,,40503,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,16,lexical_decision,gain,html-keyboard-response,,,43511,"<div class=""stimulus"">TOSKIN</div>",2.2.0,framing-demo,,,,,TOSKIN,false,false,true,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,17,fixation,loss,html-keyboard-response,,,50743,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,18,lexical_decision,loss,html-keyboard-response,,,53747,"<div class=""stimulus"">GARDEN</div>",2.2.0,framing-demo,,,,,GARDEN,true,false,true,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,19,fixation,loss,html-keyboard-response,,,54254,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
m2kUN4wMYhPWm6ERdS3lf1UiNk52,20,lexical_decision,loss,html-keyboard-response,,,57259,"<div class=""stimulus"">BRENDLE</div>",2.2.0,framing-demo,,,,,BRENDLE,false,false,true,
oCLO68oeekeDMSOHwWS5368dYtf2,0,consent,gain,html-button-response,6034,0,6040,"
      <div class=""consent"">
        <h2>Consent</h2>
        <p>By answering the following questions, you are participating in a study being performed by
        cognitive scientists in the Stanford Department of Psychology. If you have questions about
        this research, please contact us at <a href=""mailto:stanfordpsych251@gmail.com"">stanfordpsych251@gmail.com</a>.
        You must be at least 18 years old to participate. Your participation in this research is
        voluntary. You may decline to answer any or all of the following questions. You may decline
        further participation, at any time, without adverse consequences. Your anonymity is assured;
        the researchers who have requested your participation will not receive any personal
        information about you.</p>
      </div>",2.1.0,framing-demo,true,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,1,instructions,gain,instructions,1783,,7825,,2.1.0,framing-demo,,"[{""page_index"":0,""viewing_time"":1077},{""page_index"":1,""viewing_time"":706}]",,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,2,demographics,gain,survey,6478,"{""age"":32,""gender"":""Non-binary"",""native_english"":true}",14341,,4.0.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,3,framing,gain,html-button-response,10328,0,24670,"
      <div class=""framing"">
        <p>Imagine that the country is preparing for the outbreak of an unusual disease, which is
        expected to kill 600 people. Two alternative programs to combat the disease have been
        proposed. Assume that the exact scientific estimates of the consequences of the programs
        are as follows:</p>
        <ul class=""programs"">
          <li>If Program A is adopted, 200 people will be saved.</li>
          <li>If Program B is adopted, there is a one-third probability that 600 people will be saved, and a two-thirds probability that no people will be saved.</li>
        </ul>
        <p>Which of the two programs would you favor?</p>
      </div>",2.1.0,framing-demo,,,certain,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,4,instructions,gain,instructions,1110,,25782,,2.1.0,framing-demo,,"[{""page_index"":0,""viewing_time"":1110}]",,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,5,fixation,gain,html-keyboard-response,,,26285,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,6,lexical_decision,gain,html-keyboard-response,1465,j,27752,"<div class=""stimulus"">FLIRP</div>",2.2.0,framing-demo,,,,,FLIRP,false,true,false,
oCLO68oeekeDMSOHwWS5368dYtf2,7,fixation,gain,html-keyboard-response,,,28255,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,8,lexical_decision,gain,html-keyboard-response,875,j,29131,"<div class=""stimulus"">MANTOR</div>",2.2.0,framing-demo,,,,,MANTOR,false,true,false,
oCLO68oeekeDMSOHwWS5368dYtf2,9,fixation,gain,html-keyboard-response,,,29634,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,10,lexical_decision,gain,html-keyboard-response,650,f,30285,"<div class=""stimulus"">TABLE</div>",2.2.0,framing-demo,,,,,TABLE,true,true,false,
oCLO68oeekeDMSOHwWS5368dYtf2,11,fixation,gain,html-keyboard-response,,,30787,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,12,lexical_decision,gain,html-keyboard-response,802,j,31591,"<div class=""stimulus"">TOSKIN</div>",2.2.0,framing-demo,,,,,TOSKIN,false,true,false,
oCLO68oeekeDMSOHwWS5368dYtf2,13,fixation,gain,html-keyboard-response,,,32094,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,14,lexical_decision,gain,html-keyboard-response,635,f,32731,"<div class=""stimulus"">PLANET</div>",2.2.0,framing-demo,,,,,PLANET,true,true,false,
oCLO68oeekeDMSOHwWS5368dYtf2,15,fixation,gain,html-keyboard-response,,,33234,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,16,lexical_decision,gain,html-keyboard-response,680,f,33915,"<div class=""stimulus"">GARDEN</div>",2.2.0,framing-demo,,,,,GARDEN,true,true,false,
oCLO68oeekeDMSOHwWS5368dYtf2,17,fixation,gain,html-keyboard-response,,,34418,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,18,lexical_decision,gain,html-keyboard-response,966,j,35386,"<div class=""stimulus"">BRENDLE</div>",2.2.0,framing-demo,,,,,BRENDLE,false,true,false,
oCLO68oeekeDMSOHwWS5368dYtf2,19,fixation,gain,html-keyboard-response,,,35888,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,20,lexical_decision,gain,html-keyboard-response,607,f,36496,"<div class=""stimulus"">SILVER</div>",2.2.0,framing-demo,,,,,SILVER,true,true,false,
oCLO68oeekeDMSOHwWS5368dYtf2,21,feedback_likert,gain,survey-likert,2693,"{""instructions_clear"":1}",39192,,2.2.0,framing-demo,,,,,,,,,[0]
oCLO68oeekeDMSOHwWS5368dYtf2,22,feedback_text,gain,survey-text,235,"{""comments"":""""}",39433,,2.1.1,framing-demo,,,,,,,,,
oCLO68oeekeDMSOHwWS5368dYtf2,23,debrief,gain,html-button-response,1240,0,40675,"
      <h2>Debrief</h2>
      <p>Muchas gracias senor! In this study we tested whether describing the same outcomes as lives saved or
      as lives lost changes which program people choose. Different participants saw different
      wordings. If you have questions about this research, contact
      <a href=""mailto:stanfordpsych251@gmail.com"">stanfordpsych251@gmail.com</a>.
      Press the button to save your responses and finish.</p>",2.1.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,0,consent,gain,html-button-response,2033,0,2043,"
      <div class=""consent"">
        <h2>Consent</h2>
        <p>By answering the following questions, you are participating in a study being performed by
        cognitive scientists in the Stanford Department of Psychology. If you have questions about
        this research, please contact us at <a href=""mailto:stanfordpsych251@gmail.com"">stanfordpsych251@gmail.com</a>.
        You must be at least 18 years old to participate. Your participation in this research is
        voluntary. You may decline to answer any or all of the following questions. You may decline
        further participation, at any time, without adverse consequences. Your anonymity is assured;
        the researchers who have requested your participation will not receive any personal
        information about you.</p>
      </div>",2.1.0,framing-demo,true,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,1,instructions,gain,instructions,2013,,4060,,2.1.0,framing-demo,,"[{""page_index"":0,""viewing_time"":1153},{""page_index"":1,""viewing_time"":860}]",,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,2,demographics,gain,survey,5383,"{""gender"":""Man"",""native_english"":true,""age"":null}",9478,,4.0.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,3,framing,gain,html-button-response,1475,1,10955,"
      <div class=""framing"">
        <p>Imagine that the country is preparing for the outbreak of an unusual disease, which is
        expected to kill 600 people. Two alternative programs to combat the disease have been
        proposed. Assume that the exact scientific estimates of the consequences of the programs
        are as follows:</p>
        <ul class=""programs"">
          <li>If Program A is adopted, 200 people will be saved.</li>
          <li>If Program B is adopted, there is a one-third probability that 600 people will be saved, and a two-thirds probability that no people will be saved.</li>
        </ul>
        <p>Which of the two programs would you favor?</p>
      </div>",2.1.0,framing-demo,,,risky,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,4,instructions,gain,instructions,1561,,12517,,2.1.0,framing-demo,,"[{""page_index"":0,""viewing_time"":1561}]",,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,5,fixation,gain,html-keyboard-response,,,13020,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,6,lexical_decision,gain,html-keyboard-response,1103,f,14125,"<div class=""stimulus"">SILVER</div>",2.2.0,framing-demo,,,,,SILVER,true,true,false,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,7,fixation,gain,html-keyboard-response,,,14628,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,8,lexical_decision,gain,html-keyboard-response,348,f,14978,"<div class=""stimulus"">TOSKIN</div>",2.2.0,framing-demo,,,,,TOSKIN,false,false,false,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,9,fixation,gain,html-keyboard-response,,,15480,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,10,lexical_decision,gain,html-keyboard-response,351,f,15833,"<div class=""stimulus"">GARDEN</div>",2.2.0,framing-demo,,,,,GARDEN,true,true,false,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,11,fixation,gain,html-keyboard-response,,,16335,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,12,lexical_decision,gain,html-keyboard-response,337,f,16673,"<div class=""stimulus"">BRENDLE</div>",2.2.0,framing-demo,,,,,BRENDLE,false,false,false,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,13,fixation,gain,html-keyboard-response,,,17175,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,14,lexical_decision,gain,html-keyboard-response,351,f,17528,"<div class=""stimulus"">PLANET</div>",2.2.0,framing-demo,,,,,PLANET,true,true,false,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,15,fixation,gain,html-keyboard-response,,,18031,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,16,lexical_decision,gain,html-keyboard-response,471,f,18503,"<div class=""stimulus"">FLIRP</div>",2.2.0,framing-demo,,,,,FLIRP,false,false,false,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,17,fixation,gain,html-keyboard-response,,,19005,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,18,lexical_decision,gain,html-keyboard-response,366,f,19373,"<div class=""stimulus"">MANTOR</div>",2.2.0,framing-demo,,,,,MANTOR,false,false,false,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,19,fixation,gain,html-keyboard-response,,,19875,"<div class=""fixation"">+</div>",2.2.0,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,20,lexical_decision,gain,html-keyboard-response,351,f,20228,"<div class=""stimulus"">TABLE</div>",2.2.0,framing-demo,,,,,TABLE,true,true,false,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,21,feedback_likert,gain,survey-likert,1647,"{""instructions_clear"":""""}",21877,,2.2.0,framing-demo,,,,,,,,,[0]
wNjkDkPiiiWWcwdVo5IdjYH0Co13,22,feedback_text,gain,survey-text,3089,"{""comments"":""edfdfdf""}",24971,,2.1.1,framing-demo,,,,,,,,,
wNjkDkPiiiWWcwdVo5IdjYH0Co13,23,debrief,gain,html-button-response,1121,0,26093,"
      <h2>Debrief</h2>
      <p>Thank you. In this study we tested whether describing the same outcomes as lives saved or
      as lives lost changes which program people choose. Different participants saw different
      wordings. If you have questions about this research, contact
      <a href=""mailto:stanfordpsych251@gmail.com"">stanfordpsych251@gmail.com</a>.
      Press the button to save your responses and finish.</p>",2.1.0,framing-demo,,,,,,,,,
