error_id,uid,at,message,trial_index,stack,context,url,user_agent,client_time
eqxuRaQ1VFlcACWmDUlb,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:53.238Z,permission-denied on 'write chunk 6'. Are firebase/firestore.rules published to your project?,6,"Error: permission-denied on 'write chunk 6'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 6"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:53.074Z
JRSWuG9irAR0v2ql10WD,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:53.751Z,permission-denied on 'write chunk 7'. Are firebase/firestore.rules published to your project?,7,"Error: permission-denied on 'write chunk 7'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 7"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:53.594Z
rrBpj8fxx0UIWTOvDjFJ,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:54.091Z,permission-denied on 'write chunk 8'. Are firebase/firestore.rules published to your project?,8,"Error: permission-denied on 'write chunk 8'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 8"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:53.919Z
jEHtkqfamBwG2Q0XpJgk,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:54.674Z,permission-denied on 'write chunk 9'. Are firebase/firestore.rules published to your project?,9,"Error: permission-denied on 'write chunk 9'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 9"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:54.508Z
nWRZBRw50GljOU4cehw4,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:54.909Z,permission-denied on 'write chunk 10'. Are firebase/firestore.rules published to your project?,10,"Error: permission-denied on 'write chunk 10'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 10"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:54.736Z
go77e559aGXjAO9MX4Ag,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:55.322Z,permission-denied on 'write chunk 11'. Are firebase/firestore.rules published to your project?,11,"Error: permission-denied on 'write chunk 11'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 11"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:55.143Z
hnFNi8RMIEPaQcAj5cOk,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:55.567Z,permission-denied on 'write chunk 12'. Are firebase/firestore.rules published to your project?,12,"Error: permission-denied on 'write chunk 12'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 12"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:55.394Z
G00G1Y2fqhU5we1Hk07e,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:56.049Z,permission-denied on 'write chunk 13'. Are firebase/firestore.rules published to your project?,13,"Error: permission-denied on 'write chunk 13'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 13"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:55.876Z
ncqBVHk3QfHvFGXxOqbN,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:56.271Z,permission-denied on 'write chunk 14'. Are firebase/firestore.rules published to your project?,14,"Error: permission-denied on 'write chunk 14'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 14"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:56.114Z
eVex9aX8nlPgPFN6ACkb,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:56.779Z,permission-denied on 'write chunk 15'. Are firebase/firestore.rules published to your project?,15,"Error: permission-denied on 'write chunk 15'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 15"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:56.618Z
rweI0IgcKzP73hDmtNqt,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:57.033Z,permission-denied on 'write chunk 16'. Are firebase/firestore.rules published to your project?,16,"Error: permission-denied on 'write chunk 16'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 16"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:56.873Z
m77Jc5PtGeOEMoZuirUD,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:57.546Z,permission-denied on 'write chunk 17'. Are firebase/firestore.rules published to your project?,17,"Error: permission-denied on 'write chunk 17'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 17"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:57.381Z
CcT0buaXaBLcgqik0cJC,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:57.786Z,permission-denied on 'write chunk 18'. Are firebase/firestore.rules published to your project?,18,"Error: permission-denied on 'write chunk 18'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 18"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:57.621Z
M1cY0OZm4qEk7gzw7upw,R5MwnMpQk1cN4pIAGWdufiRwOzl1,2026-09-17T01:10:58.301Z,permission-denied on 'write chunk 19'. Are firebase/firestore.rules published to your project?,19,"Error: permission-denied on 'write chunk 19'. Are firebase/firestore.rules published to your project?
    at https://psych251.github.io/qa-juliomartinez/src/save.js:313:19","{""during"":""write chunk 19"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",2026-09-17T01:10:58.132Z
3VpdrBObac4uqbfl834j,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:14.342Z,permission-denied on 'write chunk 0'. Are firebase/firestore.rules published to your project?,0,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 0"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:14.177Z
FLY1GKNj8wa0BhVi9uCw,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:16.121Z,permission-denied on 'write chunk 1'. Are firebase/firestore.rules published to your project?,1,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 1"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:15.968Z
k4HBcOR75Ui4i6Kxu9eq,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:23.699Z,permission-denied on 'write chunk 2'. Are firebase/firestore.rules published to your project?,2,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 2"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:23.461Z
dvHEAjJV6xua58M30yag,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:24.627Z,permission-denied on 'write chunk 3'. Are firebase/firestore.rules published to your project?,3,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 3"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:24.440Z
i31uOXjjgqwutqbzEQ8V,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:26.032Z,permission-denied on 'write chunk 4'. Are firebase/firestore.rules published to your project?,4,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 4"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:25.856Z
tPlh8bcIw9XHIqTWI2dB,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:26.532Z,permission-denied on 'write chunk 5'. Are firebase/firestore.rules published to your project?,5,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 5"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:26.365Z
lSk5NSl31kO7VcGv0YFz,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:26.972Z,permission-denied on 'write chunk 6'. Are firebase/firestore.rules published to your project?,6,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 6"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:26.810Z
fQg8F22Z9T2OHF184Qfl,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:27.420Z,permission-denied on 'write chunk 7'. Are firebase/firestore.rules published to your project?,7,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 7"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:27.249Z
Mif0KLcCRI0V3O3ft1wl,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:27.644Z,permission-denied on 'write chunk 8'. Are firebase/firestore.rules published to your project?,8,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 8"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:27.489Z
Hw36uJXkGGJGWYBkZLVD,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:28.253Z,permission-denied on 'write chunk 9'. Are firebase/firestore.rules published to your project?,9,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 9"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:27.996Z
RuXOUK3e0YMCMM65bfIM,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:28.500Z,permission-denied on 'write chunk 10'. Are firebase/firestore.rules published to your project?,10,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 10"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:28.333Z
bCSvLaIjpHyyfro1Be8t,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:28.878Z,permission-denied on 'write chunk 11'. Are firebase/firestore.rules published to your project?,11,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 11"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:28.707Z
jhTmlKPVmKt2MpELdDrh,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:29.095Z,permission-denied on 'write chunk 12'. Are firebase/firestore.rules published to your project?,12,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 12"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:28.940Z
cVJMoEhwVvmSC92h9Md2,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:29.719Z,permission-denied on 'write chunk 13'. Are firebase/firestore.rules published to your project?,13,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 13"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:29.439Z
6cG37fLeTknzJ55QwmY8,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:30.026Z,permission-denied on 'write chunk 14'. Are firebase/firestore.rules published to your project?,14,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 14"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:29.741Z
7Xfeh6SNXAC8iZoaXCE3,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:30.302Z,permission-denied on 'write chunk 15'. Are firebase/firestore.rules published to your project?,15,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 15"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:30.138Z
s640CIvG6um1CUdrx5FN,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:30.527Z,permission-denied on 'write chunk 16'. Are firebase/firestore.rules published to your project?,16,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 16"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:30.362Z
RVow6hIZcvGgEdfYK6lB,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:31.036Z,permission-denied on 'write chunk 17'. Are firebase/firestore.rules published to your project?,17,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 17"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:30.869Z
dmpIaJnUXrBgASh5KBdH,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:31.267Z,permission-denied on 'write chunk 18'. Are firebase/firestore.rules published to your project?,18,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 18"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:31.100Z
YLIaTfeIg9RztBKcUjuC,wNjkDkPiiiWWcwdVo5IdjYH0Co13,2026-09-17T01:11:31.754Z,permission-denied on 'write chunk 19'. Are firebase/firestore.rules published to your project?,19,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 19"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Safari/605.1.15",2026-09-17T01:11:31.563Z
MWSeOy3ien3xPatlxqAN,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:20:36.697Z,permission-denied on 'write chunk 0'. Are firebase/firestore.rules published to your project?,0,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 0"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:20:36.543Z
ML1WSi0xUiMuySe96r3Z,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:20:40.024Z,permission-denied on 'write chunk 1'. Are firebase/firestore.rules published to your project?,1,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 1"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:20:39.889Z
UF5zTbh6FVTvOlI8EoUZ,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:16.702Z,permission-denied on 'write chunk 0'. Are firebase/firestore.rules published to your project?,0,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 0"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:16.386Z
MepZDXhcPdByzJRMdPoA,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:20.860Z,permission-denied on 'write chunk 0'. Are firebase/firestore.rules published to your project?,0,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 0"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:20.712Z
Ygx19ZMorgXQ8jBW5B7e,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:22.768Z,permission-denied on 'write chunk 1'. Are firebase/firestore.rules published to your project?,1,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 1"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:22.621Z
pZGKqP97nA8YLbN234Tk,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:34.050Z,permission-denied on 'write chunk 2'. Are firebase/firestore.rules published to your project?,2,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 2"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:33.785Z
QryrtKhHtU7IjbFydknn,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:36.579Z,permission-denied on 'write chunk 3'. Are firebase/firestore.rules published to your project?,3,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 3"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:36.315Z
XlruBj7zExgkrQtC3GOs,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:49.043Z,permission-denied on 'write chunk 4'. Are firebase/firestore.rules published to your project?,4,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 4"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:48.903Z
jdCmSUee23VNwTrRaldv,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:49.530Z,permission-denied on 'write chunk 5'. Are firebase/firestore.rules published to your project?,5,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 5"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:49.391Z
Ju6lhxWRgNhN3azXiDWm,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:52.561Z,permission-denied on 'write chunk 6'. Are firebase/firestore.rules published to your project?,6,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 6"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:52.416Z
Y8IrpIMIJoydQedkyC1I,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:53.186Z,permission-denied on 'write chunk 7'. Are firebase/firestore.rules published to your project?,7,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 7"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:52.921Z
rmfMtn892qn042sfXlWm,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:56.128Z,permission-denied on 'write chunk 8'. Are firebase/firestore.rules published to your project?,8,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 8"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:55.929Z
7Dzl3BDCmJgugqAGxFkt,m2kUN4wMYhPWm6ERdS3lf1UiNk52,2026-09-17T01:21:56.577Z,permission-denied on 'write chunk 9'. Are firebase/firestore.rules published to your project?,9,@https://psych251.github.io/qa-juliomartinez/src/save.js:313:28,"{""during"":""write chunk 9"",""kind"":""write-failure""}",https://psych251.github.io/qa-juliomartinez/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.6.2 Mobile/15E148 Safari/604.1",2026-09-17T01:21:56.428Z
